,order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price,total_price
15814,1642954,2019-04-18,16904,Bandung,Jawa Barat,P1514,BRAND_G,1,310000,310000
15815,1642969,2019-04-18,13263,Yogyakarta,Yogyakarta,P3771,BRAND_T,2,590000,1180000
15816,1643119,2019-04-18,12901,Bekasi,Jawa Barat,P0010,BRAND_S,600,824000,494400000
15817,1643011,2019-04-18,16769,Depok,Jawa Barat,P3055,BRAND_R,1,2375000,2375000
15818,1643011,2019-04-18,16769,Depok,Jawa Barat,P2567,BRAND_P,2,3494000,6988000
15819,1642990,2019-04-18,16022,Jakarta Pusat,DKI Jakarta,P0383,BRAND_B,2,747000,1494000
15820,1643119,2019-04-18,12901,Bekasi,Jawa Barat,P2104,BRAND_L,400,590000,236000000
15821,1643071,2019-04-18,16063,Yogyakarta,Yogyakarta,P3748,BRAND_T,12,520000,6240000
15822,1642705,2019-04-18,13341,Yogyakarta,Yogyakarta,P2186,BRAND_M,4,1325000,5300000
15823,1642957,2019-04-18,14606,Jakarta Barat,DKI Jakarta,P2086,BRAND_L,1,590000,590000
15824,1643116,2019-04-18,14056,Bekasi,Jawa Barat,P1830,BRAND_I,1,2987000,2987000
15825,1642975,2019-04-18,13736,Jakarta Selatan,DKI Jakarta,P0356,BRAND_B,1,604000,604000
15826,1642741,2019-04-18,13488,Surabaya,Jawa Timur,P1329,BRAND_F,48,383000,18384000
15827,1642951,2019-04-18,17059,Jakarta Timur,DKI Jakarta,P2712,BRAND_P,25,159000,3975000
15828,1643071,2019-04-18,16063,Yogyakarta,Yogyakarta,P0369,BRAND_B,12,450000,5400000
15829,1642954,2019-04-18,16904,Bandung,Jawa Barat,P2163,BRAND_M,1,450000,450000
15830,1643059,2019-04-18,15513,Jakarta Pusat,DKI Jakarta,P3345,BRAND_S,12,520000,6240000
15831,1642972,2019-04-18,13871,Yogyakarta,Yogyakarta,P2946,BRAND_R,2,2795000,5590000
15832,1642990,2019-04-18,16022,Jakarta Pusat,DKI Jakarta,P2396,BRAND_P,5,695000,3475000
15835,1642951,2019-04-18,17059,Jakarta Timur,DKI Jakarta,P3817,BRAND_U,2,2795000,5590000
15836,1642933,2019-04-18,14267,Jakarta Pusat,DKI Jakarta,P2188,BRAND_M,16,590000,9440000
15837,1642741,2019-04-18,13488,Surabaya,Jawa Timur,P2763,BRAND_P,12,590000,7080000
15838,1642969,2019-04-18,13263,Yogyakarta,Yogyakarta,P3958,BRAND_W,1,520000,520000
15839,1642960,2019-04-18,16745,Malang,Jawa Timur,P2445,BRAND_P,120,159000,19080000
15840,1643125,2019-04-18,17450,Bogor,Jawa Barat,P2007,BRAND_L,288,607000,174816000
15841,1642963,2019-04-18,14527,Depok,Jawa Barat,P0525,BRAND_B,1,604000,604000
15843,1642954,2019-04-18,16904,Bandung,Jawa Barat,P0607,BRAND_B,2,1745000,3490000
15844,1642993,2019-04-18,13069,Surakarta,Jawa Tengah,P1494,BRAND_G,2,450000,900000
15845,1642993,2019-04-18,13069,Surakarta,Jawa Tengah,P1114,BRAND_D,1,2795000,2795000
15846,1643071,2019-04-18,16063,Yogyakarta,Yogyakarta,P0029,BRAND_A,24,310000,7440000
15847,1642948,2019-04-18,18118,Jakarta Selatan,DKI Jakarta,P2093,BRAND_L,2,590000,1180000
15848,1642696,2019-04-18,13035,Jakarta Barat,DKI Jakarta,P2492,BRAND_P,6,1045000,6270000
15849,1642975,2019-04-18,13736,Jakarta Selatan,DKI Jakarta,P2770,BRAND_P,2,747000,1494000
15851,1642705,2019-04-18,13341,Yogyakarta,Yogyakarta,P0125,BRAND_A,24,205000,4920000
15852,1642948,2019-04-18,18118,Jakarta Selatan,DKI Jakarta,P1702,BRAND_H,12,310000,3720000
15854,1642948,2019-04-18,18118,Jakarta Selatan,DKI Jakarta,P0779,BRAND_C,2,747000,1494000
15855,1642990,2019-04-18,16022,Jakarta Pusat,DKI Jakarta,P2531,BRAND_P,5,310000,1550000
15856,1642870,2019-04-18,15641,Bogor,Jawa Barat,P3126,BRAND_S,48,79000,3792000
15857,1642990,2019-04-18,16022,Jakarta Pusat,DKI Jakarta,P2445,BRAND_P,1,205000,205000
15858,1642948,2019-04-18,18118,Jakarta Selatan,DKI Jakarta,P0778,BRAND_C,1,747000,747000
15859,1642933,2019-04-18,14267,Jakarta Pusat,DKI Jakarta,P4009,BRAND_W,6,1045000,6270000
15860,1642960,2019-04-18,16745,Malang,Jawa Timur,P0109,BRAND_A,5,590000,2950000
15862,1642708,2019-04-18,17491,Jakarta Utara,DKI Jakarta,P4171,BRAND_Y,21,534000,11214000
15863,1642741,2019-04-18,13488,Surabaya,Jawa Timur,P2921,BRAND_R,8,450000,3600000
15864,1642933,2019-04-18,14267,Jakarta Pusat,DKI Jakarta,P3660,BRAND_S,4,3494000,13976000
15865,1642690,2019-04-18,15651,Surakarta,Jawa Tengah,P2857,BRAND_R,12,159000,1908000
15866,1642966,2019-04-18,14267,Jakarta Pusat,DKI Jakarta,P1793,BRAND_H,12,450000,5400000
15867,1642960,2019-04-18,16745,Malang,Jawa Timur,P2932,BRAND_R,3,904000,2712000
15868,1642918,2019-04-18,17698,Bekasi,Jawa Barat,P1867,BRAND_J,12,520000,6240000
15869,1642705,2019-04-18,13341,Yogyakarta,Yogyakarta,P3592,BRAND_S,3,1745000,5235000
15870,1642990,2019-04-18,16022,Jakarta Pusat,DKI Jakarta,P2260,BRAND_M,2,450000,900000
15871,1642969,2019-04-18,13263,Yogyakarta,Yogyakarta,P2938,BRAND_R,1,450000,450000
15872,1642741,2019-04-18,13488,Surabaya,Jawa Timur,P0591,BRAND_B,1,5945000,5945000
15873,1643008,2019-04-18,12748,Jakarta Utara,DKI Jakarta,P0430,BRAND_B,1,695000,695000
15876,1642870,2019-04-18,15641,Bogor,Jawa Barat,P1792,BRAND_H,6,1045000,6270000
15877,1642969,2019-04-18,13263,Yogyakarta,Yogyakarta,P1927,BRAND_K,1,240000,240000
15878,1642969,2019-04-18,13263,Yogyakarta,Yogyakarta,P3762,BRAND_T,2,159000,318000
15879,1642960,2019-04-18,16745,Malang,Jawa Timur,P0010,BRAND_S,3,1045000,3135000
15880,1642975,2019-04-18,13736,Jakarta Selatan,DKI Jakarta,P2445,BRAND_P,5,205000,1025000
15881,1642714,2019-04-18,16265,Jakarta Pusat,DKI Jakarta,P2089,BRAND_L,10,590000,5900000
15883,1643071,2019-04-18,16063,Yogyakarta,Yogyakarta,P0310,BRAND_B,3,1745000,5235000
15885,1642729,2019-04-18,16620,Bekasi,Jawa Barat,P2410,BRAND_P,24,113000,2712000
15886,1642990,2019-04-18,16022,Jakarta Pusat,DKI Jakarta,P0132,BRAND_A,1,205000,205000
15888,1642714,2019-04-18,16265,Jakarta Pusat,DKI Jakarta,P2871,BRAND_R,2,2900000,5800000
15889,1643071,2019-04-18,16063,Yogyakarta,Yogyakarta,P0311,BRAND_B,3,1745000,5235000
15892,1643074,2019-04-18,16767,Yogyakarta,Yogyakarta,P3304,BRAND_S,12,450000,5400000
15893,1643011,2019-04-18,16769,Depok,Jawa Barat,P1557,BRAND_G,1,1045000,1045000
15894,1643074,2019-04-18,16767,Yogyakarta,Yogyakarta,P3018,BRAND_R,24,695000,16680000
15895,1642975,2019-04-18,13736,Jakarta Selatan,DKI Jakarta,P3255,BRAND_S,2,1745000,3490000
15896,1642990,2019-04-18,16022,Jakarta Pusat,DKI Jakarta,P2104,BRAND_L,4,695000,2780000
15898,1642963,2019-04-18,14527,Depok,Jawa Barat,P1421,BRAND_F,1,450000,450000
15899,1642969,2019-04-18,13263,Yogyakarta,Yogyakarta,P3846,BRAND_V,2,450000,900000
15900,1642954,2019-04-18,16904,Bandung,Jawa Barat,P3742,BRAND_T,1,520000,520000
15901,1642687,2019-04-18,16525,Yogyakarta,Yogyakarta,P1902,BRAND_J,200,590000,118000000
15902,1642990,2019-04-18,16022,Jakarta Pusat,DKI Jakarta,P1034,BRAND_D,1,2095000,2095000
15903,1642990,2019-04-18,16022,Jakarta Pusat,DKI Jakarta,P0490,BRAND_B,2,1920000,3840000
15904,1642957,2019-04-18,14606,Jakarta Barat,DKI Jakarta,P3475,BRAND_S,24,345000,8280000
15905,1642969,2019-04-18,13263,Yogyakarta,Yogyakarta,P2806,BRAND_P,2,740000,1480000
15906,1642954,2019-04-18,16904,Bandung,Jawa Barat,P2764,BRAND_P,1,590000,590000
15907,1642684,2019-04-18,14129,Bogor,Jawa Barat,P1074,BRAND_D,4,1745000,6980000
15908,1643011,2019-04-18,16769,Depok,Jawa Barat,P0422,BRAND_B,3,1325000,3975000
15910,1643071,2019-04-18,16063,Yogyakarta,Yogyakarta,P3907,BRAND_V,12,310000,3720000
15911,1643017,2019-04-18,17754,Bogor,Jawa Barat,P3052,BRAND_R,6,450000,2700000
15912,1642870,2019-04-18,15641,Bogor,Jawa Barat,P3516,BRAND_S,12,310000,3720000
15913,1642720,2019-04-18,12948,Surakarta,Jawa Tengah,P0266,BRAND_A,12,310000,3720000
15914,1642999,2019-04-18,14235,Malang,Jawa Timur,P3263,BRAND_S,24,590000,14160000
15915,1642999,2019-04-18,14235,Malang,Jawa Timur,P3689,BRAND_T,24,310000,7440000
15916,1643014,2019-04-18,14560,Yogyakarta,Yogyakarta,P4137,BRAND_W,25,159000,3975000
15917,1642954,2019-04-18,16904,Bandung,Jawa Barat,P1813,BRAND_I,1,747000,747000
15919,1642948,2019-04-18,18118,Jakarta Selatan,DKI Jakarta,P2106,BRAND_L,6,904000,5424000
15920,1642990,2019-04-18,16022,Jakarta Pusat,DKI Jakarta,P0162,BRAND_A,3,1500000,4500000
15921,1642684,2019-04-18,14129,Bogor,Jawa Barat,P3304,BRAND_S,12,450000,5400000
15922,1643011,2019-04-18,16769,Depok,Jawa Barat,P0117,BRAND_A,2,2795000,5590000
15923,1643137,2019-04-18,16905,Yogyakarta,Yogyakarta,P1737,BRAND_H,8,590000,4720000
15924,1642951,2019-04-18,17059,Jakarta Timur,DKI Jakarta,P0912,BRAND_C,3,1745000,5235000
15925,1642708,2019-04-18,17491,Jakarta Utara,DKI Jakarta,P4124,BRAND_W,25,159000,3975000
15926,1643005,2019-04-18,14071,Bandung,Jawa Barat,P3913,BRAND_V,5,695000,3475000
15927,1642951,2019-04-18,17059,Jakarta Timur,DKI Jakarta,P1902,BRAND_J,3,695000,2085000
15928,1642948,2019-04-18,18118,Jakarta Selatan,DKI Jakarta,P0777,BRAND_C,4,310000,1240000
15929,1642870,2019-04-18,15641,Bogor,Jawa Barat,P2050,BRAND_L,4,1500000,6000000
15930,1642969,2019-04-18,13263,Yogyakarta,Yogyakarta,P2930,BRAND_R,1,450000,450000
15931,1643008,2019-04-18,12748,Jakarta Utara,DKI Jakarta,P1480,BRAND_G,1,1325000,1325000
15933,1642993,2019-04-18,13069,Surakarta,Jawa Tengah,P0326,BRAND_B,1,450000,450000
15934,1642975,2019-04-18,13736,Jakarta Selatan,DKI Jakarta,P0495,BRAND_B,6,149000,894000
15935,1642735,2019-04-18,13089,Jakarta Timur,DKI Jakarta,P3516,BRAND_S,12,310000,3720000
15936,1642690,2019-04-18,15651,Surakarta,Jawa Tengah,P0755,BRAND_C,12,590000,7080000
15937,1642993,2019-04-18,13069,Surakarta,Jawa Tengah,P2521,BRAND_P,1,1745000,1745000
15938,1642951,2019-04-18,17059,Jakarta Timur,DKI Jakarta,P1914,BRAND_J,1,695000,695000
15940,1663078,2019-06-18,13590,Bogor,Jawa Barat,P2446,BRAND_P,24,205000,4920000
15941,1663462,2019-06-18,16919,Malang,Jawa Timur,P2847,BRAND_Q,1,450000,450000
15943,1663096,2019-06-18,13089,Jakarta Timur,DKI Jakarta,P1659,BRAND_G,12,747000,8964000
15945,1663054,2019-06-18,15132,Bogor,Jawa Barat,P0128,BRAND_A,24,205000,4920000
15946,1663495,2019-06-18,15314,Jakarta Timur,DKI Jakarta,P0941,BRAND_C,2,2095000,4190000
15947,1663462,2019-06-18,16919,Malang,Jawa Timur,P3814,BRAND_U,1,747000,747000
15948,1663129,2019-06-18,15719,Jakarta Barat,DKI Jakarta,P2877,BRAND_R,2,747000,1494000
15952,1663561,2019-06-18,17841,Jakarta Utara,DKI Jakarta,P3766,BRAND_T,1,159000,159000
15954,1663066,2019-06-18,16992,Jakarta Barat,DKI Jakarta,P2218,BRAND_M,2,2987000,5974000
15955,1663489,2019-06-18,18173,Bandung,Jawa Barat,P0484,BRAND_B,10,2095000,20950000
15957,1663540,2019-06-18,14057,Jakarta Barat,DKI Jakarta,P0125,BRAND_A,24,205000,4920000
15958,1663510,2019-06-18,14163,Jakarta Timur,DKI Jakarta,P2213,BRAND_M,12,303000,3636000
15959,1663102,2019-06-18,13089,Jakarta Timur,DKI Jakarta,P0351,BRAND_B,12,450000,5400000
15960,1663102,2019-06-18,13089,Jakarta Timur,DKI Jakarta,P2535,BRAND_P,12,520000,6240000
15962,1663522,2019-06-18,15513,Jakarta Pusat,DKI Jakarta,P2445,BRAND_P,24,205000,4920000
15963,1663483,2019-06-18,16327,Jakarta Barat,DKI Jakarta,P3735,BRAND_T,5,205000,1025000
15964,1663096,2019-06-18,13089,Jakarta Timur,DKI Jakarta,P2931,BRAND_R,6,1045000,6270000
15965,1663147,2019-06-18,17365,Depok,Jawa Barat,P3409,BRAND_S,3,310000,930000
15966,1663396,2019-06-18,13534,Jakarta Barat,DKI Jakarta,P2932,BRAND_R,6,904000,5424000
15967,1663246,2019-06-18,18202,Bekasi,Jawa Barat,P3780,BRAND_T,2,3494000,6988000
15971,1663129,2019-06-18,15719,Jakarta Barat,DKI Jakarta,P0038,BRAND_A,5,240000,1200000
15972,1663513,2019-06-18,17719,Depok,Jawa Barat,P1830,BRAND_I,4,2987000,11948000
15973,1663492,2019-06-18,15819,Jakarta Pusat,DKI Jakarta,P3851,BRAND_V,12,159000,1908000
15974,1663561,2019-06-18,17841,Jakarta Utara,DKI Jakarta,P4063,BRAND_W,1,590000,590000
15977,1663096,2019-06-18,13089,Jakarta Timur,DKI Jakarta,P1700,BRAND_H,24,240000,5760000
15978,1663045,2019-06-18,13523,Bandung,Jawa Barat,P0327,BRAND_B,3,2095000,6285000
15980,1663324,2019-06-18,13213,Jakarta Barat,DKI Jakarta,P2667,BRAND_P,3,1920000,5760000
15981,1663147,2019-06-18,17365,Depok,Jawa Barat,P3010,BRAND_R,2,590000,1180000
15982,1663471,2019-06-18,17058,Bekasi,Jawa Barat,P3320,BRAND_S,4,1395000,5580000
15983,1663102,2019-06-18,13089,Jakarta Timur,DKI Jakarta,P1327,BRAND_F,24,450000,10800000
15984,1663096,2019-06-18,13089,Jakarta Timur,DKI Jakarta,P1212,BRAND_E,12,159000,1908000
15985,1663528,2019-06-18,17375,Jakarta Pusat,DKI Jakarta,P1465,BRAND_F,1,1500000,1500000
15986,1663126,2019-06-18,18044,Jakarta Barat,DKI Jakarta,P4132,BRAND_W,25,159000,3975000
15988,1663522,2019-06-18,15513,Jakarta Pusat,DKI Jakarta,P2492,BRAND_P,12,1045000,12540000
15989,1663111,2019-06-18,13267,Yogyakarta,Yogyakarta,P2975,BRAND_R,12,590000,7080000
15991,1663144,2019-06-18,16709,Surakarta,Jawa Tengah,P0591,BRAND_B,2,5945000,11890000
15993,1663492,2019-06-18,15819,Jakarta Pusat,DKI Jakarta,P1306,BRAND_F,4,1325000,5300000
15994,1663477,2019-06-18,13168,Jakarta Timur,DKI Jakarta,P2167,BRAND_M,1,1045000,1045000
15995,1663273,2019-06-18,14527,Depok,Jawa Barat,P3860,BRAND_V,2,3494000,6988000
15996,1663483,2019-06-18,16327,Jakarta Barat,DKI Jakarta,P2099,BRAND_L,10,590000,5900000
15998,1663450,2019-06-18,13771,Jakarta Barat,DKI Jakarta,P0887,BRAND_C,24,975000,23400000
15999,1663483,2019-06-18,16327,Jakarta Barat,DKI Jakarta,P3476,BRAND_S,12,520000,6240000
16000,1663045,2019-06-18,13523,Bandung,Jawa Barat,P1780,BRAND_H,3,2095000,6285000
16004,1663129,2019-06-18,15719,Jakarta Barat,DKI Jakarta,P2099,BRAND_L,2,590000,1180000
16005,1663492,2019-06-18,15819,Jakarta Pusat,DKI Jakarta,P1899,BRAND_J,10,740000,7400000
16006,1663483,2019-06-18,16327,Jakarta Barat,DKI Jakarta,P3631,BRAND_S,5,310000,1550000
16008,1663117,2019-06-18,13842,Jakarta Selatan,DKI Jakarta,P2426,BRAND_P,12,310000,3720000
16009,1663087,2019-06-18,17811,Malang,Jawa Timur,P2438,BRAND_P,6,310000,1860000
16011,1663462,2019-06-18,16919,Malang,Jawa Timur,P1112,BRAND_D,3,2795000,8385000
16012,1663522,2019-06-18,15513,Jakarta Pusat,DKI Jakarta,P2485,BRAND_P,24,1045000,25080000
16014,1663474,2019-06-18,14606,Jakarta Barat,DKI Jakarta,P0008,BRAND_O,1,3494000,3494000
16016,1663531,2019-06-18,17389,Malang,Jawa Timur,P3780,BRAND_T,6,3494000,20964000
16017,1663045,2019-06-18,13523,Bandung,Jawa Barat,P3312,BRAND_S,6,740000,4440000
16020,1663540,2019-06-18,14057,Jakarta Barat,DKI Jakarta,P2444,BRAND_P,24,205000,4920000
16022,1663060,2019-06-18,14258,Jakarta Barat,DKI Jakarta,P2786,BRAND_P,48,2095000,100560000
16023,1663456,2019-06-18,18018,Jakarta Barat,DKI Jakarta,P0666,BRAND_C,1,10495000,10495000
16025,1663147,2019-06-18,17365,Depok,Jawa Barat,P4142,BRAND_W,25,159000,3975000
16026,1663147,2019-06-18,17365,Depok,Jawa Barat,P4069,BRAND_W,1,450000,450000
16027,1663099,2019-06-18,17450,Bogor,Jawa Barat,P1065,BRAND_D,756,1475000,1115100000
16028,1663483,2019-06-18,16327,Jakarta Barat,DKI Jakarta,P3482,BRAND_S,3,904000,2712000
16029,1663495,2019-06-18,15314,Jakarta Timur,DKI Jakarta,P0124,BRAND_A,24,240000,5760000
16031,1663177,2019-06-18,14534,Bandung,Jawa Barat,P1488,BRAND_G,2,590000,1180000
16032,1663141,2019-06-18,16709,Surakarta,Jawa Tengah,P0168,BRAND_A,4,1325000,5300000
16033,1663324,2019-06-18,13213,Jakarta Barat,DKI Jakarta,P1310,BRAND_F,6,1045000,6270000
16034,1663492,2019-06-18,15819,Jakarta Pusat,DKI Jakarta,P0790,BRAND_C,12,590000,7080000
16037,1663042,2019-06-18,16523,Jakarta Selatan,DKI Jakarta,P4130,BRAND_W,25,159000,3975000
16039,1663522,2019-06-18,15513,Jakarta Pusat,DKI Jakarta,P3762,BRAND_T,24,159000,3816000
16040,1663126,2019-06-18,18044,Jakarta Barat,DKI Jakarta,P0683,BRAND_C,12,159000,1908000
16041,1663045,2019-06-18,13523,Bandung,Jawa Barat,P1769,BRAND_H,12,240000,2880000
16043,1663483,2019-06-18,16327,Jakarta Barat,DKI Jakarta,P2853,BRAND_R,1,740000,740000
16044,1663324,2019-06-18,13213,Jakarta Barat,DKI Jakarta,P1704,BRAND_H,24,310000,7440000
16047,1663522,2019-06-18,15513,Jakarta Pusat,DKI Jakarta,P3408,BRAND_S,12,240000,2880000
16048,1663246,2019-06-18,18202,Bekasi,Jawa Barat,P2458,BRAND_P,8,604000,4832000
16049,1663096,2019-06-18,13089,Jakarta Timur,DKI Jakarta,P2213,BRAND_M,12,303000,3636000
16050,1663471,2019-06-18,17058,Bekasi,Jawa Barat,P0886,BRAND_C,32,240000,7680000
16051,1663396,2019-06-18,13534,Jakarta Barat,DKI Jakarta,P3698,BRAND_T,3,2095000,6285000
16052,1663495,2019-06-18,15314,Jakarta Timur,DKI Jakarta,P2050,BRAND_L,4,1500000,6000000
16053,1663048,2019-06-18,14191,Bogor,Jawa Barat,P1900,BRAND_J,10,740000,7400000
16054,1663066,2019-06-18,16992,Jakarta Barat,DKI Jakarta,P1868,BRAND_J,6,1500000,9000000
16055,1663141,2019-06-18,16709,Surakarta,Jawa Tengah,P0169,BRAND_A,8,1325000,10600000
16060,1663177,2019-06-18,14534,Bandung,Jawa Barat,P1704,BRAND_H,12,310000,3720000
16062,1663045,2019-06-18,13523,Bandung,Jawa Barat,P0581,BRAND_B,2,3494000,6988000
16063,1663096,2019-06-18,13089,Jakarta Timur,DKI Jakarta,P2857,BRAND_R,12,159000,1908000
16066,1663072,2019-06-18,15987,Bogor,Jawa Barat,P0435,BRAND_B,906,149000,134994000
16069,1663246,2019-06-18,18202,Bekasi,Jawa Barat,P2414,BRAND_P,24,113000,2712000
16070,1663324,2019-06-18,13213,Jakarta Barat,DKI Jakarta,P0886,BRAND_C,16,240000,3840000
16079,1663396,2019-06-18,13534,Jakarta Barat,DKI Jakarta,P2099,BRAND_L,10,590000,5900000
16080,1663147,2019-06-18,17365,Depok,Jawa Barat,P3023,BRAND_R,1,590000,590000
16082,1663045,2019-06-18,13523,Bandung,Jawa Barat,P4070,BRAND_W,4,4475000,17900000
16084,1663450,2019-06-18,13771,Jakarta Barat,DKI Jakarta,P2883,BRAND_R,5,1045000,5225000
16086,1663246,2019-06-18,18202,Bekasi,Jawa Barat,P2218,BRAND_M,2,2987000,5974000
16087,1663054,2019-06-18,15132,Bogor,Jawa Barat,P2445,BRAND_P,24,205000,4920000
16089,1663492,2019-06-18,15819,Jakarta Pusat,DKI Jakarta,P3771,BRAND_T,10,590000,5900000
16091,1663045,2019-06-18,13523,Bandung,Jawa Barat,P2935,BRAND_R,4,1500000,6000000
16092,1663528,2019-06-18,17375,Jakarta Pusat,DKI Jakarta,P1252,BRAND_E,1,1045000,1045000
16093,1663483,2019-06-18,16327,Jakarta Barat,DKI Jakarta,P2103,BRAND_L,2,590000,1180000
16094,1663528,2019-06-18,17375,Jakarta Pusat,DKI Jakarta,P1907,BRAND_J,1,740000,740000
16097,1663561,2019-06-18,17841,Jakarta Utara,DKI Jakarta,P2213,BRAND_M,3,303000,909000
16098,1663060,2019-06-18,14258,Jakarta Barat,DKI Jakarta,P4009,BRAND_W,32,904000,28928000
16099,1663483,2019-06-18,16327,Jakarta Barat,DKI Jakarta,P2933,BRAND_R,3,1045000,3135000
16100,1663246,2019-06-18,18202,Bekasi,Jawa Barat,P2213,BRAND_M,12,303000,3636000
16101,1663471,2019-06-18,17058,Bekasi,Jawa Barat,P3256,BRAND_S,3,1745000,5235000
16103,1663078,2019-06-18,13590,Bogor,Jawa Barat,P1476,BRAND_F,12,303000,3636000
16105,1663129,2019-06-18,15719,Jakarta Barat,DKI Jakarta,P1108,BRAND_D,2,2795000,5590000
16106,1663045,2019-06-18,13523,Bandung,Jawa Barat,P2886,BRAND_R,3,1745000,5235000
16107,1643428,2019-04-19,12748,Jakarta Utara,DKI Jakarta,P0315,BRAND_B,1,590000,590000
16109,1643416,2019-04-19,13327,Surabaya,Jawa Timur,P0620,BRAND_B,6,1325000,7950000
16113,1643416,2019-04-19,13327,Surabaya,Jawa Timur,P2770,BRAND_P,12,747000,8964000
16116,1643386,2019-04-19,14536,Bandung,Jawa Barat,P2426,BRAND_P,2,310000,620000
16118,1643416,2019-04-19,13327,Surabaya,Jawa Timur,P2573,BRAND_P,4,2095000,8380000
16119,1643479,2019-04-19,18078,Surakarta,Jawa Tengah,P2270,BRAND_M,12,310000,3720000
16120,1643161,2019-04-19,14209,Jakarta Selatan,DKI Jakarta,P2900,BRAND_R,6,1045000,6270000
16121,1643488,2019-04-19,16081,Jakarta Utara,DKI Jakarta,P0255,BRAND_A,16,604000,9664000
16122,1643359,2019-04-19,14587,Jakarta Pusat,DKI Jakarta,P1780,BRAND_H,1,2095000,2095000
16126,1643359,2019-04-19,14587,Jakarta Pusat,DKI Jakarta,P1400,BRAND_F,2,310000,620000
16127,1643287,2019-04-19,13695,Yogyakarta,Yogyakarta,P0220,BRAND_A,12,695000,8340000
16130,1643386,2019-04-19,14536,Bandung,Jawa Barat,P3669,BRAND_S,1,3494000,3494000
16131,1643173,2019-04-19,13468,Bogor,Jawa Barat,P4060,BRAND_W,2,3144000,6288000
16136,1643188,2019-04-19,15529,Jakarta Selatan,DKI Jakarta,P0037,BRAND_A,6,240000,1440000
16137,1643428,2019-04-19,12748,Jakarta Utara,DKI Jakarta,P2926,BRAND_R,2,310000,620000
16138,1643380,2019-04-19,14758,Jakarta Utara,DKI Jakarta,P0880,BRAND_C,6,904000,5424000
16139,1643143,2019-04-19,15815,Malang,Jawa Timur,P0362,BRAND_B,12,1325000,15900000
16143,1643359,2019-04-19,14587,Jakarta Pusat,DKI Jakarta,P3371,BRAND_S,2,1325000,2650000
16144,1643317,2019-04-19,17979,Bekasi,Jawa Barat,P3331,BRAND_S,1,450000,450000
16145,1643188,2019-04-19,15529,Jakarta Selatan,DKI Jakarta,P2104,BRAND_L,6,695000,4170000
16146,1643188,2019-04-19,15529,Jakarta Selatan,DKI Jakarta,P2191,BRAND_M,3,310000,930000
16148,1643359,2019-04-19,14587,Jakarta Pusat,DKI Jakarta,P2492,BRAND_P,2,1045000,2090000
16149,1643398,2019-04-19,17139,Jakarta Selatan,DKI Jakarta,P2089,BRAND_L,10,590000,5900000
16150,1643164,2019-04-19,13000,Purwokerto,Jawa Tengah,P2930,BRAND_R,10,450000,4500000
16151,1643359,2019-04-19,14587,Jakarta Pusat,DKI Jakarta,P2428,BRAND_P,2,310000,620000
16152,1643437,2019-04-19,18102,Yogyakarta,Yogyakarta,P2155,BRAND_M,304,1360000,413440000
16160,1643410,2019-04-19,13662,Surakarta,Jawa Tengah,P1770,BRAND_H,12,240000,2880000
16161,1643455,2019-04-19,12748,Jakarta Utara,DKI Jakarta,P3012,BRAND_R,1,590000,590000
16162,1643416,2019-04-19,13327,Surabaya,Jawa Timur,P2555,BRAND_P,6,904000,5424000
16166,1643398,2019-04-19,17139,Jakarta Selatan,DKI Jakarta,P0736,BRAND_C,30,310000,9300000
16168,1643428,2019-04-19,12748,Jakarta Utara,DKI Jakarta,P2521,BRAND_P,1,1745000,1745000
16169,1643398,2019-04-19,17139,Jakarta Selatan,DKI Jakarta,P1903,BRAND_J,10,695000,6950000
16176,1643149,2019-04-19,16833,Jakarta Pusat,DKI Jakarta,P0422,BRAND_B,24,1199000,28776000
16177,1643461,2019-04-19,13743,Jakarta Timur,DKI Jakarta,P4100,BRAND_W,48,113000,5424000
16181,1643317,2019-04-19,17979,Bekasi,Jawa Barat,P0124,BRAND_A,3,240000,720000
16183,1643488,2019-04-19,16081,Jakarta Utara,DKI Jakarta,P1276,BRAND_F,2,2987000,5974000
16185,1643500,2019-04-19,16780,Jakarta Selatan,DKI Jakarta,P1514,BRAND_G,12,310000,3720000
16186,1643380,2019-04-19,14758,Jakarta Utara,DKI Jakarta,P2521,BRAND_P,5,1745000,8725000
16187,1643488,2019-04-19,16081,Jakarta Utara,DKI Jakarta,P1514,BRAND_G,12,310000,3720000
16189,1643500,2019-04-19,16780,Jakarta Selatan,DKI Jakarta,P1560,BRAND_G,2,1745000,3490000
16190,1643317,2019-04-19,17979,Bekasi,Jawa Barat,P3457,BRAND_S,1,1045000,1045000
16191,1643173,2019-04-19,13468,Bogor,Jawa Barat,P0707,BRAND_C,2,3494000,6988000
16192,1643140,2019-04-19,16458,Jakarta Timur,DKI Jakarta,P1906,BRAND_J,10,695000,6950000
16194,1643428,2019-04-19,12748,Jakarta Utara,DKI Jakarta,P2069,BRAND_L,2,904000,1808000
16197,1643143,2019-04-19,15815,Malang,Jawa Timur,P1144,BRAND_D,100,450000,45000000
16198,1643383,2019-04-19,14085,Bogor,Jawa Barat,P2793,BRAND_P,1,747000,747000
16199,1643359,2019-04-19,14587,Jakarta Pusat,DKI Jakarta,P2531,BRAND_P,1,310000,310000
16201,1643140,2019-04-19,16458,Jakarta Timur,DKI Jakarta,P1915,BRAND_J,10,695000,6950000
